Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.9962375,0.0026375,0.0007375,0.0003875
2.0,0.9954125,0.0023625,0.0013125,0.0009125
3.0,0.99475,0.00255,0.001175,0.001525
4.0,0.99435,0.002725,0.0012,0.001725
5.0,0.99415,0.0024625,0.0013125,0.002075
6.0,0.99375,0.002525,0.0013375,0.0023875
7.0,0.993625,0.00265,0.0013625,0.0023625
8.0,0.9933625,0.002625,0.001425,0.0025875
9.0,0.9934875,0.0024125,0.0013,0.0028
10.0,0.9937125,0.0024625,0.0013375,0.0024875
11.0,0.9937375,0.00245,0.001375,0.0024375
12.0,0.9935625,0.002425,0.0012625,0.00275
13.0,0.9939625,0.002175,0.0013375,0.002525
14.0,0.994175,0.00235,0.0011125,0.0023625
15.0,0.9942125,0.002275,0.0010875,0.002425
16.0,0.994375,0.002075,0.0011125,0.0024375
17.0,0.9945625,0.0021125,0.000975,0.00235
18.0,0.9943875,0.0025625,0.000975,0.002075
19.0,0.994275,0.00245,0.0012,0.002075
20.0,0.9940125,0.0024,0.001225,0.0023625
21.0,0.994225,0.0023875,0.0008625,0.002525
22.0,0.9942625,0.00225,0.0010625,0.002425
23.0,0.99455,0.002125,0.0010875,0.0022375
24.0,0.9944875,0.0020875,0.00115,0.002275
25.0,0.9945,0.00235,0.0009875,0.0021625
26.0,0.9943,0.0023125,0.0011,0.0022875
27.0,0.994225,0.0018875,0.0012625,0.002625
28.0,0.99445,0.0018875,0.0010875,0.002575
29.0,0.9947,0.0019125,0.000925,0.0024625
30.0,0.995,0.0019,0.000875,0.002225
31.0,0.9951625,0.001725,0.0008375,0.002275
32.0,0.9951875,0.00185,0.000775,0.0021875
33.0,0.99505,0.001975,0.0010125,0.0019625
34.0,0.9952125,0.0019625,0.0009,0.001925
35.0,0.99535,0.0016875,0.0009625,0.002
36.0,0.9954625,0.0016875,0.00105,0.0018
37.0,0.99565,0.00165,0.0008,0.0019
38.0,0.9957875,0.0017,0.00075,0.0017625
39.0,0.996,0.0016375,0.0007625,0.0016
40.0,0.996,0.001775,0.0006875,0.0015375
41.0,0.9958875,0.0018375,0.00075,0.001525
42.0,0.995925,0.00175,0.00085,0.001475
43.0,0.9961375,0.0015375,0.0008125,0.0015125
44.0,0.99625,0.0015625,0.0007625,0.001425
45.0,0.9962875,0.00155,0.000875,0.0012875
46.0,0.9958625,0.0018625,0.00085,0.001425
47.0,0.9955,0.0019375,0.000825,0.0017375
48.0,0.9953625,0.0017875,0.0008875,0.0019625
49.0,0.9954375,0.001825,0.0008,0.0019375
50.0,0.9955,0.001825,0.000725,0.00195
51.0,0.9954125,0.00195,0.0007625,0.001875
