Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.88825,0.08175,0.02525,0.00475
2.0,0.48025,0.29575,0.15275,0.07125
3.0,0.33725,0.22275,0.2235,0.2165
4.0,0.31325,0.1395,0.1985,0.34875
5.0,0.30925,0.09625,0.14425,0.45025
6.0,0.307,0.08375,0.1105,0.49875
7.0,0.306,0.07175,0.09125,0.531
8.0,0.307,0.0535,0.0765,0.563
9.0,0.3075,0.04525,0.05975,0.5875
10.0,0.31025,0.03575,0.04525,0.60875
11.0,0.31575,0.03475,0.04,0.6095
12.0,0.3195,0.0365,0.03225,0.61175
13.0,0.3225,0.0425,0.038,0.597
14.0,0.3285,0.043,0.03225,0.59625
15.0,0.33,0.04725,0.0385,0.58425
16.0,0.326,0.05025,0.04975,0.574
17.0,0.32575,0.0485,0.0485,0.57725
18.0,0.3245,0.05,0.05575,0.56975
19.0,0.3225,0.04925,0.0535,0.57475
20.0,0.317,0.056,0.04725,0.57975
21.0,0.31375,0.05375,0.04825,0.58425
22.0,0.31075,0.047,0.05175,0.5905
23.0,0.30775,0.0375,0.05125,0.6035
24.0,0.31,0.02675,0.037,0.62625
25.0,0.311,0.02375,0.0285,0.63675
26.0,0.3135,0.02575,0.0245,0.63625
27.0,0.3135,0.0215,0.02375,0.64125
28.0,0.31075,0.023,0.0265,0.63975
29.0,0.313,0.0245,0.021,0.6415
30.0,0.31425,0.02275,0.0215,0.6415
31.0,0.3165,0.02225,0.022,0.63925
32.0,0.32025,0.0215,0.02125,0.637
33.0,0.326,0.01875,0.0215,0.63375
34.0,0.3335,0.01875,0.017,0.63075
35.0,0.343,0.0145,0.01925,0.62325
36.0,0.35775,0.014,0.01525,0.613
37.0,0.37,0.01225,0.01625,0.6015
38.0,0.381,0.013,0.015,0.591
39.0,0.393,0.014,0.01475,0.57825
40.0,0.40525,0.0155,0.0165,0.56275
41.0,0.40925,0.021,0.0155,0.55425
42.0,0.414,0.01925,0.0185,0.54825
43.0,0.42125,0.01725,0.01725,0.54425
44.0,0.421,0.022,0.018,0.539
45.0,0.4215,0.02275,0.0195,0.53625
46.0,0.41125,0.02975,0.02425,0.53475
47.0,0.40825,0.03025,0.027,0.5345
48.0,0.40625,0.0235,0.028,0.54225
49.0,0.40525,0.0155,0.02675,0.5525
50.0,0.4065,0.01275,0.019,0.56175
51.0,0.405,0.02025,0.01525,0.5595
52.0,0.40475,0.018,0.0175,0.55975
53.0,0.40425,0.01525,0.01825,0.56225
54.0,0.4045,0.0105,0.017,0.568
55.0,0.40675,0.00825,0.0105,0.5745
56.0,0.406,0.01,0.01075,0.57325
57.0,0.4065,0.00775,0.011,0.57475
58.0,0.406,0.0105,0.0105,0.573
59.0,0.40925,0.0085,0.00825,0.574
60.0,0.4105,0.01075,0.00875,0.57
61.0,0.41075,0.01325,0.0105,0.5655
62.0,0.4085,0.015,0.01025,0.56625
63.0,0.4085,0.015,0.012,0.5645
64.0,0.409,0.01175,0.017,0.56225
65.0,0.41075,0.008,0.013,0.56825
66.0,0.415,0.00925,0.00875,0.567
67.0,0.41975,0.013,0.0095,0.55775
68.0,0.428,0.013,0.01275,0.54625
69.0,0.422,0.02475,0.0145,0.53875
70.0,0.415,0.0255,0.02225,0.53725
71.0,0.40875,0.025,0.02425,0.542
72.0,0.407,0.02275,0.02475,0.5455
73.0,0.4075,0.022,0.02425,0.54625
74.0,0.41,0.01925,0.0195,0.55125
75.0,0.41125,0.0165,0.01375,0.5585
76.0,0.41225,0.0155,0.014,0.55825
77.0,0.413,0.017,0.014,0.556
78.0,0.41225,0.0215,0.0155,0.55075
79.0,0.4095,0.0175,0.019,0.554
80.0,0.41225,0.0185,0.018,0.55125
81.0,0.40825,0.021,0.01775,0.553
82.0,0.41025,0.02075,0.01975,0.54925
83.0,0.411,0.0205,0.01825,0.55025
84.0,0.40725,0.0235,0.02,0.54925
85.0,0.406,0.01975,0.02075,0.5535
86.0,0.4045,0.017,0.01975,0.55875
87.0,0.40375,0.01275,0.016,0.5675
88.0,0.40475,0.01475,0.014,0.5665
89.0,0.4065,0.01175,0.01325,0.5685
90.0,0.40975,0.00925,0.0115,0.5695
91.0,0.41275,0.0095,0.0085,0.56925
92.0,0.41375,0.0095,0.00725,0.5695
93.0,0.41975,0.00975,0.0095,0.561
94.0,0.42125,0.0115,0.01175,0.5555
95.0,0.422,0.01225,0.0115,0.55425
96.0,0.421,0.021,0.0135,0.5445
97.0,0.4155,0.0235,0.0175,0.5435
98.0,0.4135,0.03075,0.01975,0.536
99.0,0.41025,0.02675,0.023,0.54
100.0,0.4095,0.0225,0.02625,0.54175
101.0,0.40825,0.02275,0.021,0.548
102.0,0.4065,0.02025,0.0235,0.54975
103.0,0.407,0.01225,0.02375,0.557
104.0,0.4085,0.01275,0.01425,0.5645
105.0,0.40825,0.01425,0.013,0.5645
106.0,0.409,0.01575,0.01425,0.561
107.0,0.4085,0.015,0.01575,0.56075
108.0,0.4065,0.013,0.01525,0.56525
109.0,0.409,0.0175,0.01325,0.56025
110.0,0.40725,0.02075,0.01725,0.55475
111.0,0.40775,0.016,0.01675,0.5595
112.0,0.40725,0.01575,0.0195,0.5575
113.0,0.40825,0.014,0.018,0.55975
114.0,0.409,0.0185,0.014,0.5585
115.0,0.40925,0.0275,0.01675,0.5465
116.0,0.40875,0.027,0.02275,0.5415
117.0,0.40475,0.0315,0.03,0.53375
118.0,0.40175,0.0265,0.031,0.54075
119.0,0.40225,0.02025,0.0275,0.55
120.0,0.40275,0.013,0.023,0.56125
121.0,0.40375,0.012,0.017,0.56725
122.0,0.40575,0.01225,0.01175,0.57025
123.0,0.40725,0.01225,0.01225,0.56825
124.0,0.4085,0.0135,0.01075,0.56725
125.0,0.408,0.01325,0.014,0.56475
126.0,0.40525,0.01875,0.012,0.564
127.0,0.40475,0.0195,0.0135,0.56225
128.0,0.4045,0.017,0.01875,0.55975
129.0,0.40625,0.014,0.019,0.56075
130.0,0.407,0.01825,0.01475,0.56
131.0,0.40725,0.015,0.02,0.55775
132.0,0.407,0.017,0.016,0.56
133.0,0.409,0.01475,0.0165,0.55975
134.0,0.40925,0.014,0.0155,0.56125
135.0,0.40975,0.012,0.0155,0.56275
136.0,0.41,0.0155,0.0115,0.563
137.0,0.4085,0.016,0.013,0.5625
138.0,0.405,0.01875,0.0155,0.56075
139.0,0.4035,0.01875,0.0165,0.56125
140.0,0.40275,0.02025,0.01775,0.55925
141.0,0.403,0.0215,0.01425,0.56125
142.0,0.40225,0.014,0.02,0.56375
143.0,0.40175,0.01125,0.015,0.572
144.0,0.40225,0.0095,0.01325,0.575
145.0,0.40325,0.00725,0.0135,0.576
146.0,0.40525,0.007,0.01075,0.577
147.0,0.40575,0.007,0.0085,0.57875
148.0,0.406,0.00675,0.00825,0.579
149.0,0.40725,0.0085,0.00825,0.576
150.0,0.40725,0.01125,0.00725,0.57425
151.0,0.408,0.01275,0.00725,0.572
152.0,0.40775,0.0105,0.0115,0.57025
153.0,0.40625,0.0165,0.012,0.56525
154.0,0.40375,0.01275,0.016,0.5675
155.0,0.403,0.015,0.01275,0.56925
156.0,0.4015,0.0125,0.01175,0.57425
157.0,0.40075,0.01075,0.01,0.5785
158.0,0.401,0.00775,0.00975,0.5815
159.0,0.40075,0.0075,0.00825,0.5835
160.0,0.401,0.005,0.00575,0.58825
161.0,0.40125,0.008,0.0075,0.58325
162.0,0.40175,0.0075,0.0085,0.58225
163.0,0.40225,0.007,0.00825,0.5825
164.0,0.40175,0.00725,0.0065,0.5845
165.0,0.401,0.01,0.0055,0.5835
166.0,0.40075,0.00775,0.0085,0.583
167.0,0.40075,0.00575,0.007,0.5865
168.0,0.4015,0.00475,0.00525,0.5885
169.0,0.40275,0.00325,0.00375,0.59025
170.0,0.40325,0.0025,0.004,0.59025
171.0,0.4075,0.00175,0.0035,0.58725
172.0,0.41,0.002,0.003,0.585
173.0,0.41275,0.0045,0.0045,0.57825
174.0,0.4125,0.005,0.005,0.5775
