Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.62715,0.3522625,0.0172375,0.00335
2.0,0.0476,0.780925,0.1189375,0.0525375
3.0,0.0301625,0.6849125,0.15875,0.126175
4.0,0.0300125,0.6299,0.157875,0.1822125
5.0,0.03,0.601975,0.15515,0.212875
6.0,0.03,0.589975,0.1514875,0.2285375
7.0,0.03,0.5853625,0.1466,0.2380375
8.0,0.03,0.58365,0.1455625,0.2407875
9.0,0.03,0.58295,0.14635,0.2407
10.0,0.03,0.5803375,0.145825,0.2438375
11.0,0.03,0.5812625,0.14655,0.2421875
12.0,0.03,0.579575,0.1480125,0.2424125
13.0,0.03,0.5823375,0.144075,0.2435875
14.0,0.03,0.581975,0.144975,0.24305
15.0,0.03,0.5820125,0.1471875,0.2408
16.0,0.03,0.580575,0.1458875,0.2435375
17.0,0.03,0.5823125,0.144925,0.2427625
18.0,0.03,0.581325,0.1462,0.242475
19.0,0.03,0.57955,0.145225,0.245225
20.0,0.03,0.5801,0.143825,0.246075
21.0,0.03,0.5806375,0.1447125,0.24465
22.0,0.03,0.5793875,0.145625,0.2449875
23.0,0.03,0.5749375,0.14855,0.2465125
24.0,0.03,0.5769625,0.1449625,0.248075
25.0,0.03,0.57795,0.1451625,0.2468875
26.0,0.03,0.5780875,0.14665,0.2452625
27.0,0.03,0.5763875,0.14685,0.2467625
28.0,0.03,0.5799,0.1451125,0.2449875
29.0,0.03,0.5829125,0.1438375,0.24325
30.0,0.03,0.5834,0.1443625,0.2422375
31.0,0.03,0.581825,0.1464875,0.2416875
32.0,0.03,0.5776625,0.1483125,0.244025
33.0,0.03,0.580125,0.1457625,0.2441125
34.0,0.03,0.5796625,0.1478625,0.242475
35.0,0.03,0.578475,0.145825,0.2457
36.0,0.03,0.577525,0.145825,0.24665
37.0,0.03,0.578475,0.144275,0.24725
38.0,0.03,0.58005,0.143825,0.246125
39.0,0.03,0.579175,0.1469625,0.2438625
40.0,0.03,0.5798,0.1458875,0.2443125
41.0,0.03,0.5783,0.147175,0.244525
42.0,0.03,0.57895,0.144625,0.246425
43.0,0.03,0.5811625,0.1436375,0.2452
44.0,0.03,0.5826375,0.1449,0.2424625
45.0,0.03,0.5847375,0.1437625,0.2415
46.0,0.03,0.583675,0.144275,0.24205
47.0,0.03,0.5835125,0.1453625,0.241125
48.0,0.03,0.5796875,0.1461,0.2442125
49.0,0.03,0.5838125,0.143275,0.2429125
50.0,0.03,0.585225,0.1428625,0.2419125
51.0,0.03,0.5849625,0.1431625,0.241875
52.0,0.03,0.5827875,0.1436,0.2436125
53.0,0.03,0.582125,0.1442625,0.2436125
54.0,0.03,0.58255,0.1456,0.24185
55.0,0.03,0.5831875,0.1441875,0.242625
56.0,0.03,0.5841375,0.143675,0.2421875
57.0,0.03,0.587025,0.143425,0.23955
58.0,0.03,0.58405,0.14755,0.2384
59.0,0.03,0.5821125,0.14515,0.2427375
60.0,0.03,0.5820375,0.1453625,0.2426
61.0,0.03,0.5841875,0.1434875,0.242325
62.0,0.03,0.5822,0.1461625,0.2416375
63.0,0.03,0.5810625,0.14715,0.2417875
64.0,0.03,0.582625,0.145025,0.24235
65.0,0.03,0.5815,0.1462,0.2423
66.0,0.03,0.581625,0.1477125,0.2406625
67.0,0.03,0.5816125,0.146225,0.2421625
68.0,0.03,0.5809875,0.145825,0.2431875
69.0,0.03,0.5815125,0.145075,0.2434125
70.0,0.03,0.5797625,0.14565,0.2445875
71.0,0.03,0.5847125,0.143625,0.2416625
72.0,0.03,0.5835125,0.14545,0.2410375
73.0,0.03,0.5826625,0.1440875,0.24325
74.0,0.03,0.58135,0.1445375,0.2441125
75.0,0.03,0.583275,0.1437375,0.2429875
76.0,0.03,0.581,0.14445,0.24455
77.0,0.03,0.5812375,0.1449625,0.2438
78.0,0.03,0.5817875,0.1443625,0.24385
79.0,0.03,0.5829125,0.1459375,0.24115
80.0,0.03,0.580375,0.146375,0.24325
81.0,0.03,0.5801,0.1447875,0.2451125
82.0,0.03,0.5819875,0.14555,0.2424625
83.0,0.03,0.5815625,0.1456625,0.242775
84.0,0.03,0.5815875,0.1463875,0.242025
85.0,0.03,0.5831,0.1455,0.2414
86.0,0.03,0.5831375,0.145075,0.2417875
87.0,0.03,0.5835875,0.143825,0.2425875
88.0,0.03,0.5815,0.1449125,0.2435875
89.0,0.03,0.5831,0.1452875,0.2416125
90.0,0.03,0.581625,0.1477125,0.2406625
91.0,0.03,0.5806125,0.1460875,0.2433
92.0,0.03,0.579325,0.1444625,0.2462125
93.0,0.03,0.57775,0.1452875,0.2469625
94.0,0.03,0.5808125,0.1438375,0.24535
95.0,0.03,0.580725,0.1453,0.243975
96.0,0.03,0.5818875,0.1437375,0.244375
97.0,0.03,0.582775,0.1429125,0.2443125
98.0,0.03,0.5829875,0.144275,0.2427375
99.0,0.03,0.5819875,0.1450625,0.24295
100.0,0.03,0.5799,0.1462625,0.2438375
101.0,0.03,0.5796125,0.145975,0.2444125
102.0,0.03,0.5797625,0.145325,0.2449125
103.0,0.03,0.5792375,0.1454125,0.24535
104.0,0.03,0.5817125,0.14665,0.2416375
105.0,0.03,0.578075,0.1482625,0.2436625
106.0,0.03,0.5767625,0.1475625,0.245675
107.0,0.03,0.5787125,0.145075,0.2462125
108.0,0.03,0.5773375,0.14685,0.2458125
109.0,0.03,0.5794625,0.1432,0.2473375
110.0,0.03,0.582625,0.142475,0.2449
111.0,0.03,0.5832875,0.1441,0.2426125
112.0,0.03,0.581375,0.1462875,0.2423375
113.0,0.03,0.57985,0.14655,0.2436
114.0,0.03,0.5817,0.14565,0.24265
115.0,0.03,0.585275,0.1445125,0.2402125
116.0,0.03,0.579925,0.1471375,0.2429375
117.0,0.03,0.5822375,0.1465625,0.2412
118.0,0.03,0.579975,0.1473875,0.2426375
119.0,0.03,0.5828625,0.1436625,0.243475
120.0,0.03,0.5828125,0.1423375,0.24485
121.0,0.03,0.5847375,0.145325,0.2399375
122.0,0.03,0.5811875,0.1456375,0.243175
123.0,0.03,0.5809625,0.1443,0.2447375
124.0,0.03,0.5812125,0.1459,0.2428875
125.0,0.03,0.579575,0.1459125,0.2445125
126.0,0.03,0.5824625,0.144625,0.2429125
127.0,0.03,0.58505,0.145025,0.239925
128.0,0.03,0.5815875,0.1461375,0.242275
129.0,0.03,0.5836125,0.144375,0.2420125
130.0,0.03,0.5831625,0.1464125,0.240425
131.0,0.03,0.5813375,0.14645,0.2422125
132.0,0.03,0.5841125,0.1455625,0.240325
133.0,0.03,0.583475,0.146825,0.2397
134.0,0.03,0.583525,0.1452375,0.2412375
135.0,0.03,0.5821375,0.1439,0.2439625
136.0,0.03,0.5796125,0.1448125,0.245575
137.0,0.03,0.5796625,0.14415,0.2461875
138.0,0.03,0.582275,0.1435625,0.2441625
139.0,0.03,0.584275,0.144625,0.2411
