Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.902125,0.070725,0.0217375,0.0054125
2.0,0.5049,0.262875,0.16145,0.070775
3.0,0.34335,0.184075,0.2398375,0.2327375
4.0,0.32095,0.0980125,0.189075,0.3919625
5.0,0.3173875,0.057225,0.12755,0.4978375
6.0,0.318175,0.0376875,0.0824375,0.5617
7.0,0.3212625,0.0270375,0.054975,0.596725
8.0,0.3258625,0.0206125,0.0384625,0.6150625
9.0,0.333575,0.0169375,0.029525,0.6199625
10.0,0.3451,0.015,0.02325,0.61665
11.0,0.3605375,0.013725,0.0201375,0.6056
12.0,0.38105,0.014,0.0182125,0.5867375
13.0,0.4037375,0.01645,0.018925,0.5608875
14.0,0.4274375,0.02205,0.0225,0.5280125
15.0,0.451975,0.02615,0.0277,0.494175
16.0,0.4769,0.0290125,0.0326875,0.4614
17.0,0.5003875,0.0323375,0.0363125,0.4309625
18.0,0.5206125,0.035175,0.04015,0.4040625
19.0,0.53595,0.037375,0.0430125,0.3836625
20.0,0.5489125,0.034475,0.0446375,0.371975
21.0,0.5641125,0.03005,0.0404875,0.36535
22.0,0.5785,0.0248125,0.0355125,0.361175
23.0,0.5944375,0.020525,0.03015,0.3548875
24.0,0.6064,0.0203125,0.026925,0.3463625
25.0,0.61495,0.0195375,0.0261,0.3394125
26.0,0.6226875,0.019525,0.0253,0.3324875
27.0,0.627525,0.02165,0.0262875,0.3245375
28.0,0.6309625,0.0215125,0.027925,0.3196
29.0,0.63685,0.0198375,0.0264,0.3169125
30.0,0.6419625,0.021225,0.0266375,0.310175
31.0,0.6445875,0.0236875,0.0283,0.303425
32.0,0.6469,0.0251,0.02985,0.29815
33.0,0.6480125,0.025425,0.03185,0.2947125
34.0,0.6505375,0.02375,0.03185,0.2938625
35.0,0.65405,0.02235,0.0310125,0.2925875
36.0,0.6575625,0.022275,0.0281875,0.291975
37.0,0.660875,0.0223875,0.0273125,0.289425
38.0,0.6631375,0.021325,0.027175,0.2883625
39.0,0.6654,0.0203875,0.0261,0.2881125
40.0,0.6679875,0.0197375,0.0258625,0.2864125
41.0,0.670925,0.019675,0.0253,0.2841
42.0,0.674775,0.018575,0.02515,0.2815
43.0,0.6789625,0.01805,0.0241375,0.27885
