Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.9940125,0.00445,0.0010625,0.000475
2.0,0.9892125,0.006825,0.0023125,0.00165
3.0,0.9818125,0.01095,0.0037375,0.0035
4.0,0.9706,0.0173,0.005925,0.006175
5.0,0.95445,0.0261,0.0093,0.01015
6.0,0.9332,0.03785,0.0138125,0.0151375
7.0,0.9062375,0.0519375,0.0196625,0.0221625
8.0,0.872325,0.069025,0.0270125,0.0316375
9.0,0.8337,0.0872625,0.0355625,0.043475
10.0,0.7923125,0.1043875,0.045025,0.058275
11.0,0.751225,0.1210625,0.05195,0.0757625
12.0,0.7140625,0.1341375,0.0601625,0.0916375
13.0,0.6769125,0.1474625,0.066225,0.1094
14.0,0.64465,0.157425,0.0732625,0.1246625
15.0,0.616625,0.16445,0.077975,0.14095
16.0,0.5927,0.1708,0.0811375,0.1553625
17.0,0.572475,0.172475,0.0841375,0.1709125
18.0,0.55415,0.177525,0.0855375,0.1827875
19.0,0.5400875,0.1775375,0.0869375,0.1954375
20.0,0.5291,0.1782625,0.0885125,0.204125
21.0,0.51895,0.1789125,0.0900375,0.2121
22.0,0.509925,0.179475,0.090275,0.220325
23.0,0.5026625,0.1807125,0.0904,0.226225
24.0,0.4954375,0.183275,0.08855,0.2327375
25.0,0.4902625,0.1806875,0.0915625,0.2374875
26.0,0.486125,0.1797875,0.0905875,0.2435
27.0,0.48285,0.181025,0.0905625,0.2455625
28.0,0.4793375,0.180625,0.090175,0.2498625
29.0,0.47575,0.1812375,0.0917375,0.251275
30.0,0.4729125,0.179775,0.0910125,0.2563
31.0,0.470025,0.1803125,0.09125,0.2584125
32.0,0.4677375,0.18055,0.0912125,0.2605
33.0,0.4668625,0.179125,0.091375,0.2626375
34.0,0.4651125,0.1815125,0.0909375,0.2624375
35.0,0.4639375,0.179425,0.091525,0.2651125
36.0,0.4631,0.1778,0.0912375,0.2678625
37.0,0.462075,0.1779375,0.0923875,0.2676
