Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.446075,0.34785,0.1694875,0.0365875
2.0,0.206575,0.1541375,0.344725,0.2945625
3.0,0.19995,0.05065,0.2176,0.5318
4.0,0.1999375,0.0207125,0.111775,0.667575
5.0,0.202025,0.00865,0.0557375,0.7335875
6.0,0.2052,0.004325,0.0271,0.763375
7.0,0.21095,0.0016875,0.0129125,0.77445
8.0,0.2201,0.00065,0.0066,0.77265
9.0,0.234275,0.000275,0.0030625,0.7623875
10.0,0.2559875,0.0001375,0.0012875,0.7425875
11.0,0.2855125,0.00015,0.0005875,0.71375
12.0,0.324625,0.0002625,0.0004625,0.67465
13.0,0.3753125,0.000475,0.0005125,0.6237
14.0,0.43195,0.0004625,0.0006875,0.5669
15.0,0.492575,0.00045,0.0006875,0.5062875
16.0,0.5499,0.0002875,0.0006,0.4492125
17.0,0.6036625,0.0002,0.000525,0.3956125
18.0,0.65015,0.00025,0.0004,0.3492
19.0,0.6879875,6.25e-5,0.000325,0.311625
20.0,0.7179125,0.0001125,0.0001875,0.2817875
21.0,0.7405625,0.000225,0.00025,0.2589625
22.0,0.7578,0.0002375,0.0003625,0.2416
23.0,0.769725,0.000225,0.00025,0.2298
24.0,0.7776875,0.0001,0.0003125,0.2219
25.0,0.7839125,0.0001,0.000175,0.2158125
26.0,0.7877,0.0001125,0.000325,0.2118625
27.0,0.790575,0.00025,0.0004125,0.2087625
28.0,0.7926375,0.000325,0.0004625,0.206575
29.0,0.7933625,0.0004,0.000675,0.2055625
30.0,0.7940875,0.000325,0.0005125,0.205075
31.0,0.7942625,0.0003,0.000625,0.2048125
32.0,0.794625,0.0001,0.0005625,0.2047125
33.0,0.7949125,2.5e-5,0.0002625,0.2048
34.0,0.7951375,0.0,0.0001375,0.204725
35.0,0.7953375,0.0,6.25e-5,0.2046
36.0,0.795575,0.0,2.5e-5,0.2044
37.0,0.7961125,0.0,0.0,0.2038875
38.0,0.7965875,0.0,0.0,0.2034125
39.0,0.7972125,0.0,0.0,0.2027875
40.0,0.7978375,0.0,0.0,0.2021625
41.0,0.7983,0.0,0.0,0.2017
42.0,0.7988125,0.0,0.0,0.2011875
43.0,0.7991625,0.0,0.0,0.2008375
44.0,0.7994375,0.0,0.0,0.2005625
45.0,0.7996375,0.0,0.0,0.2003625
46.0,0.7998375,0.0,0.0,0.2001625
47.0,0.7999,0.0,0.0,0.2001
48.0,0.79995,0.0,0.0,0.20005
49.0,0.799975,0.0,0.0,0.200025
50.0,0.7999875,0.0,0.0,0.2000125
51.0,0.7999875,0.0,0.0,0.2000125
52.0,0.7999875,0.0,0.0,0.2000125
53.0,0.7999875,0.0,0.0,0.2000125
54.0,0.7999875,0.0,0.0,0.2000125
55.0,0.7999875,0.0,0.0,0.2000125
56.0,0.7999875,0.0,0.0,0.2000125
57.0,0.8,0.0,0.0,0.2
58.0,0.8,0.0,0.0,0.2
59.0,0.8,0.0,0.0,0.2
60.0,0.8,0.0,0.0,0.2
61.0,0.8,0.0,0.0,0.2
62.0,0.8,0.0,0.0,0.2
63.0,0.8,0.0,0.0,0.2
64.0,0.8,0.0,0.0,0.2
65.0,0.8,0.0,0.0,0.2
