Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.9818875,0.0104,0.0056,0.0021125
2.0,0.9338125,0.031825,0.0221,0.0122625
3.0,0.840425,0.063875,0.0562125,0.0394875
4.0,0.74425,0.075125,0.09115,0.089475
5.0,0.6809125,0.0674,0.101625,0.1500625
6.0,0.65105,0.052425,0.0928375,0.2036875
7.0,0.6418625,0.0409,0.0778,0.2394375
8.0,0.6442,0.0326,0.061975,0.261225
9.0,0.6551625,0.0277625,0.050375,0.2667
10.0,0.672325,0.0241375,0.043475,0.2600625
11.0,0.6900375,0.02535,0.03995,0.2446625
12.0,0.7061125,0.026225,0.0388875,0.228775
13.0,0.7169,0.0277125,0.041125,0.2142625
14.0,0.7214,0.0320625,0.0444375,0.2021
15.0,0.722975,0.03395,0.0475,0.195575
16.0,0.7207875,0.0353625,0.0522875,0.1915625
17.0,0.7212625,0.0337875,0.052725,0.192225
18.0,0.7224,0.034225,0.050375,0.193
19.0,0.7225375,0.034675,0.0505,0.1922875
20.0,0.7201625,0.0349375,0.0517125,0.1931875
21.0,0.7151375,0.0358375,0.053,0.196025
22.0,0.7117125,0.0360125,0.052275,0.2
23.0,0.7115375,0.034075,0.0522375,0.20215
24.0,0.7129625,0.0323375,0.0501,0.2046
25.0,0.7148125,0.0321125,0.0492625,0.2038125
26.0,0.7160875,0.0314125,0.0498875,0.2026125
27.0,0.7181625,0.0314125,0.0471875,0.2032375
28.0,0.7195625,0.0322875,0.0467125,0.2014375
29.0,0.720075,0.0330875,0.0464375,0.2004
30.0,0.7224,0.0317125,0.0478625,0.198025
31.0,0.727225,0.03035,0.0458625,0.1965625
32.0,0.72885,0.0329375,0.0455625,0.19265
33.0,0.724925,0.0352375,0.0482625,0.191575
34.0,0.72475,0.0326,0.0495625,0.1930875
35.0,0.7264,0.030725,0.0492875,0.1935875
36.0,0.729575,0.029625,0.0463875,0.1944125
37.0,0.7335,0.0298875,0.0449125,0.1917
38.0,0.736825,0.02965,0.0454125,0.1881125
39.0,0.74045,0.0280375,0.044625,0.1868875
40.0,0.744575,0.027625,0.042575,0.185225
41.0,0.748175,0.028675,0.041675,0.181475
42.0,0.7487375,0.028825,0.04315,0.1792875
43.0,0.750425,0.0286625,0.0442625,0.17665
44.0,0.75185,0.02955,0.0435625,0.1750375
45.0,0.74985,0.031175,0.0449875,0.1739875
46.0,0.746475,0.0313375,0.0471,0.1750875
47.0,0.74595,0.0289125,0.0462125,0.178925
48.0,0.747,0.0296875,0.044675,0.1786375
49.0,0.7465125,0.029,0.0437,0.1807875
50.0,0.7466375,0.0288,0.0437375,0.180825
51.0,0.7457125,0.029325,0.0440375,0.180925
52.0,0.7466125,0.028375,0.043675,0.1813375
53.0,0.7499875,0.0264125,0.042425,0.181175
54.0,0.7527375,0.027425,0.040375,0.1794625
55.0,0.75455,0.027575,0.0406,0.177275
56.0,0.75405,0.0297375,0.0423125,0.1739
57.0,0.75055,0.0298625,0.0443375,0.17525
58.0,0.7506375,0.0290875,0.0446875,0.1755875
59.0,0.75145,0.0297,0.0428625,0.1759875
60.0,0.7542125,0.0278625,0.0425125,0.1754125
61.0,0.7562875,0.0270125,0.0425125,0.1741875
62.0,0.7594625,0.0258,0.0419125,0.172825
63.0,0.7630875,0.025775,0.040475,0.1706625
64.0,0.766175,0.026,0.0400875,0.1677375
65.0,0.7679125,0.027,0.0400125,0.165075
66.0,0.7678375,0.02825,0.0401375,0.163775
67.0,0.7671625,0.029325,0.0412375,0.162275
68.0,0.7662,0.0267625,0.0429125,0.164125
69.0,0.7682125,0.0267875,0.040925,0.164075
70.0,0.770825,0.0250875,0.040375,0.1637125
71.0,0.7712625,0.0248625,0.039725,0.16415
72.0,0.7726875,0.02525,0.03745,0.1646125
73.0,0.7738875,0.025325,0.0389875,0.1618
74.0,0.7756375,0.02585,0.0382125,0.1603
75.0,0.775725,0.026275,0.0380625,0.1599375
76.0,0.7761,0.0252375,0.0397,0.1589625
77.0,0.777125,0.0268625,0.039525,0.1564875
78.0,0.7755375,0.02805,0.0411625,0.15525
79.0,0.77505,0.0271375,0.041775,0.1560375
80.0,0.77265,0.0274,0.04145,0.1585
81.0,0.7719875,0.0262,0.0413125,0.1605
82.0,0.7714375,0.02625,0.0386,0.1637125
83.0,0.7720625,0.0259625,0.0370125,0.1649625
84.0,0.7728875,0.0248625,0.03795,0.1643
85.0,0.7744125,0.024775,0.037575,0.1632375
86.0,0.7788375,0.0248625,0.0368375,0.1594625
87.0,0.780325,0.02555,0.0369875,0.1571375
88.0,0.7822125,0.0256,0.0378,0.1543875
89.0,0.78265,0.0247375,0.038275,0.1543375
90.0,0.78255,0.0258625,0.038075,0.1535125
91.0,0.78015,0.0279,0.0396,0.15235
92.0,0.7780625,0.027025,0.0405375,0.154375
93.0,0.777875,0.0253125,0.0403125,0.1565
94.0,0.778225,0.0252625,0.0389125,0.1576
95.0,0.77755,0.02655,0.0387625,0.1571375
96.0,0.77795,0.0262,0.0380625,0.1577875
97.0,0.779475,0.0247,0.039025,0.1568
