Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.88675,0.05925,0.04475,0.00925
2.0,0.65525,0.08275,0.16575,0.09625
3.0,0.63225,0.02025,0.12575,0.22175
4.0,0.64375,0.00675,0.0635,0.286
5.0,0.6635,0.00275,0.0265,0.30725
6.0,0.6885,0.001,0.01425,0.29625
7.0,0.72075,0.00225,0.006,0.271
8.0,0.758,0.001,0.006,0.235
9.0,0.80325,0.00075,0.005,0.191
10.0,0.84175,0.0065,0.005,0.14675
11.0,0.85025,0.008,0.0195,0.12225
12.0,0.87,0.00575,0.0195,0.10475
13.0,0.88375,0.00225,0.01625,0.09775
14.0,0.90275,0.00075,0.00825,0.08825
15.0,0.915,0.001,0.004,0.08
16.0,0.9295,0.001,0.00275,0.06675
17.0,0.94325,0.0005,0.003,0.05325
18.0,0.947,0.00575,0.00475,0.0425
19.0,0.929,0.01075,0.01675,0.0435
20.0,0.92325,0.00675,0.0185,0.0515
21.0,0.9225,0.0055,0.01525,0.05675
22.0,0.9235,0.00325,0.0115,0.06175
23.0,0.92325,0.005,0.00925,0.0625
24.0,0.923,0.001,0.0095,0.0665
25.0,0.92925,0.0015,0.00625,0.063
26.0,0.939,0.00075,0.00425,0.056
27.0,0.95,0.0025,0.003,0.0445
28.0,0.9385,0.014,0.01275,0.03475
29.0,0.91775,0.013,0.02725,0.042
30.0,0.911,0.0045,0.024,0.0605
31.0,0.911,0.00375,0.01125,0.074
32.0,0.91425,0.003,0.006,0.07675
33.0,0.9155,0.0025,0.006,0.076
34.0,0.917,0.002,0.00525,0.07575
35.0,0.9205,0.0025,0.004,0.073
36.0,0.92175,0.00425,0.00625,0.06775
37.0,0.92125,0.00525,0.009,0.0645
38.0,0.9235,0.00075,0.00725,0.0685
39.0,0.933,0.00075,0.003,0.06325
40.0,0.9425,0.0,0.001,0.0565
41.0,0.9565,0.0,0.00025,0.04325
42.0,0.96575,0.0,0.0,0.03425
43.0,0.97575,0.0,0.0,0.02425
44.0,0.983,0.0,0.0,0.017
45.0,0.98875,0.0,0.0,0.01125
46.0,0.9935,0.0,0.0,0.0065
47.0,0.99675,0.0,0.0,0.00325
48.0,0.99775,0.0,0.0,0.00225
49.0,0.99825,0.0,0.0,0.00175
50.0,0.99875,0.0,0.0,0.00125
51.0,0.99875,0.0,0.0,0.00125
52.0,1.0,0.0,0.0,0.0
53.0,1.0,0.0,0.0,0.0
54.0,1.0,0.0,0.0,0.0
55.0,1.0,0.0,0.0,0.0
56.0,1.0,0.0,0.0,0.0
57.0,1.0,0.0,0.0,0.0
58.0,1.0,0.0,0.0,0.0
59.0,1.0,0.0,0.0,0.0
60.0,1.0,0.0,0.0,0.0
61.0,1.0,0.0,0.0,0.0
62.0,1.0,0.0,0.0,0.0
63.0,1.0,0.0,0.0,0.0
64.0,1.0,0.0,0.0,0.0
65.0,1.0,0.0,0.0,0.0
66.0,1.0,0.0,0.0,0.0
67.0,1.0,0.0,0.0,0.0
68.0,1.0,0.0,0.0,0.0
69.0,1.0,0.0,0.0,0.0
70.0,1.0,0.0,0.0,0.0
71.0,1.0,0.0,0.0,0.0
72.0,1.0,0.0,0.0,0.0
73.0,1.0,0.0,0.0,0.0
74.0,1.0,0.0,0.0,0.0
75.0,1.0,0.0,0.0,0.0
76.0,1.0,0.0,0.0,0.0
77.0,1.0,0.0,0.0,0.0
78.0,1.0,0.0,0.0,0.0
79.0,1.0,0.0,0.0,0.0
80.0,1.0,0.0,0.0,0.0
81.0,1.0,0.0,0.0,0.0
82.0,1.0,0.0,0.0,0.0
83.0,1.0,0.0,0.0,0.0
84.0,1.0,0.0,0.0,0.0
85.0,1.0,0.0,0.0,0.0
86.0,1.0,0.0,0.0,0.0
87.0,1.0,0.0,0.0,0.0
88.0,1.0,0.0,0.0,0.0
89.0,1.0,0.0,0.0,0.0
90.0,1.0,0.0,0.0,0.0
91.0,1.0,0.0,0.0,0.0
92.0,1.0,0.0,0.0,0.0
93.0,1.0,0.0,0.0,0.0
94.0,1.0,0.0,0.0,0.0
95.0,1.0,0.0,0.0,0.0
96.0,1.0,0.0,0.0,0.0
97.0,1.0,0.0,0.0,0.0
98.0,1.0,0.0,0.0,0.0
99.0,1.0,0.0,0.0,0.0
100.0,1.0,0.0,0.0,0.0
101.0,1.0,0.0,0.0,0.0
102.0,1.0,0.0,0.0,0.0
103.0,1.0,0.0,0.0,0.0
104.0,1.0,0.0,0.0,0.0
105.0,1.0,0.0,0.0,0.0
106.0,1.0,0.0,0.0,0.0
107.0,1.0,0.0,0.0,0.0
108.0,1.0,0.0,0.0,0.0
109.0,1.0,0.0,0.0,0.0
110.0,1.0,0.0,0.0,0.0
111.0,1.0,0.0,0.0,0.0
112.0,1.0,0.0,0.0,0.0
113.0,1.0,0.0,0.0,0.0
114.0,1.0,0.0,0.0,0.0
115.0,1.0,0.0,0.0,0.0
116.0,1.0,0.0,0.0,0.0
117.0,1.0,0.0,0.0,0.0
118.0,1.0,0.0,0.0,0.0
119.0,1.0,0.0,0.0,0.0
120.0,1.0,0.0,0.0,0.0
121.0,1.0,0.0,0.0,0.0
122.0,1.0,0.0,0.0,0.0
123.0,1.0,0.0,0.0,0.0
124.0,1.0,0.0,0.0,0.0
125.0,1.0,0.0,0.0,0.0
126.0,1.0,0.0,0.0,0.0
127.0,1.0,0.0,0.0,0.0
128.0,1.0,0.0,0.0,0.0
129.0,1.0,0.0,0.0,0.0
130.0,1.0,0.0,0.0,0.0
131.0,1.0,0.0,0.0,0.0
132.0,1.0,0.0,0.0,0.0
133.0,1.0,0.0,0.0,0.0
134.0,1.0,0.0,0.0,0.0
135.0,1.0,0.0,0.0,0.0
136.0,1.0,0.0,0.0,0.0
137.0,1.0,0.0,0.0,0.0
138.0,1.0,0.0,0.0,0.0
139.0,1.0,0.0,0.0,0.0
140.0,1.0,0.0,0.0,0.0
141.0,1.0,0.0,0.0,0.0
142.0,1.0,0.0,0.0,0.0
143.0,1.0,0.0,0.0,0.0
144.0,1.0,0.0,0.0,0.0
145.0,1.0,0.0,0.0,0.0
146.0,1.0,0.0,0.0,0.0
147.0,1.0,0.0,0.0,0.0
148.0,1.0,0.0,0.0,0.0
149.0,1.0,0.0,0.0,0.0
150.0,1.0,0.0,0.0,0.0
151.0,1.0,0.0,0.0,0.0
152.0,1.0,0.0,0.0,0.0
153.0,1.0,0.0,0.0,0.0
154.0,1.0,0.0,0.0,0.0
155.0,1.0,0.0,0.0,0.0
156.0,1.0,0.0,0.0,0.0
157.0,1.0,0.0,0.0,0.0
158.0,1.0,0.0,0.0,0.0
159.0,1.0,0.0,0.0,0.0
160.0,1.0,0.0,0.0,0.0
161.0,1.0,0.0,0.0,0.0
162.0,1.0,0.0,0.0,0.0
163.0,1.0,0.0,0.0,0.0
164.0,1.0,0.0,0.0,0.0
165.0,1.0,0.0,0.0,0.0
166.0,1.0,0.0,0.0,0.0
167.0,1.0,0.0,0.0,0.0
168.0,1.0,0.0,0.0,0.0
169.0,1.0,0.0,0.0,0.0
170.0,1.0,0.0,0.0,0.0
171.0,1.0,0.0,0.0,0.0
172.0,1.0,0.0,0.0,0.0
173.0,1.0,0.0,0.0,0.0
174.0,1.0,0.0,0.0,0.0
175.0,1.0,0.0,0.0,0.0
176.0,1.0,0.0,0.0,0.0
177.0,1.0,0.0,0.0,0.0
178.0,1.0,0.0,0.0,0.0
179.0,1.0,0.0,0.0,0.0
180.0,1.0,0.0,0.0,0.0
181.0,1.0,0.0,0.0,0.0
182.0,1.0,0.0,0.0,0.0
183.0,1.0,0.0,0.0,0.0
184.0,1.0,0.0,0.0,0.0
185.0,1.0,0.0,0.0,0.0
186.0,1.0,0.0,0.0,0.0
187.0,1.0,0.0,0.0,0.0
188.0,1.0,0.0,0.0,0.0
189.0,1.0,0.0,0.0,0.0
190.0,1.0,0.0,0.0,0.0
191.0,1.0,0.0,0.0,0.0
192.0,1.0,0.0,0.0,0.0
193.0,1.0,0.0,0.0,0.0
194.0,1.0,0.0,0.0,0.0
195.0,1.0,0.0,0.0,0.0
196.0,1.0,0.0,0.0,0.0
197.0,1.0,0.0,0.0,0.0
198.0,1.0,0.0,0.0,0.0
199.0,1.0,0.0,0.0,0.0
200.0,1.0,0.0,0.0,0.0
