NormalCell,CancerCell,Apoptosis,Empty
0.9879818594104305,0.009750566893423974,0.002267573696145101,0.0
0.9659108087679517,0.022146636432350656,0.010430839002267512,0.0015117157974300674
0.9295540438397583,0.03650793650793646,0.02532123960695383,0.008616780045351413
0.8749811035525321,0.05585789871504151,0.04444444444444438,0.024716553287981804
0.8053665910808772,0.07127739984882837,0.07241118669690093,0.05094482237339374
0.7175359032501889,0.09047619047619042,0.09833711262282688,0.0936507936507936
0.6154195011337867,0.10453514739229018,0.12532123960695385,0.15472411186696897
0.49712773998488285,0.12328042328042324,0.1483749055177626,0.23121693121693124
0.364474678760393,0.13922902494331063,0.17739984882842025,0.31889644746787593
0.21398337112622828,0.1582766439909297,0.20400604686318974,0.4237339380196523
0.10710506424792136,0.11685563114134538,0.23197278911564626,0.544066515495087
0.05154950869236578,0.06364323507180647,0.1997732426303854,0.685034013605442
0.027513227513227448,0.03454270597127735,0.13408919123204832,0.8038548752834469
0.01942554799697651,0.01655328798185935,0.08571428571428565,0.8783068783068783
0.01942554799697652,0.007029478458049846,0.04845049130763411,0.9250944822373393
0.021693121693121646,0.0031746031746031434,0.02418745275888127,0.9509448223733937
0.02622826908541189,0.0016628873771730732,0.011262282690854063,0.9608465608465606
0.033484504913076286,0.0008314436885865401,0.005895691609977273,0.9597883597883599
0.040740740740740675,0.0003023431594860133,0.002721088435374127,0.956235827664399
0.047241118669690045,7.558578987150333e-05,0.0013605442176870635,0.9513227513227511
0.055631141345426995,7.558578987150333e-05,0.0007558578987150332,0.9435374149659864
0.06477702191987902,0.0,0.0003023431594860133,0.9349206349206348
0.07611489040060462,0.0,0.00015117157974300666,0.9237339380196521
0.08752834467120175,0.0,7.558578987150333e-05,0.9123960695389266
0.09977324263038545,0.0,0.0,0.9002267573696145
0.1133786848072562,0.0,0.0,0.8866213151927437
0.127739984882842,0.0,0.0,0.872260015117158
0.14089191232048365,0.0,0.0,0.8591080876795162
0.1557067271352985,0.0,0.0,0.8442932728647016
0.17173091458805742,0.0,0.0,0.8282690854119426
0.18851095993953132,0.0,0.0,0.8114890400604687
0.20650037792894932,0.0,0.0,0.7934996220710507
0.22479213907785336,0.0,0.0,0.7752078609221467
