NormalCell,CancerCell,Apoptosis,Empty
0.9975,0.0025,0.0,0.0
0.9972527954880733,0.0027211147246363017,2.5961817905083472e-05,1.2796938524666978e-07
0.9969838009584833,0.0029617135680973,5.396118072583366e-05,5.242926936216989e-07
0.9966911110578606,0.0032235000378679577,8.41800572733772e-05,1.2088469980434136e-06
0.9963726563108439,0.003508324110980193,0.0001168162761326982,2.2033020432387375e-06
0.9960261894674516,0.003818194371676697,0.00015208488499629343,3.5312758755309967e-06
0.9956492708043162,0.004155291070153904,0.0001902196217896084,5.2185037403343964e-06
0.995239252316575,0.004521980156191645,0.0002314745059087444,7.293021324665227e-06
0.9947932607367989,0.0049208283413580915,0.0002761255583435574,9.785363499516442e-06
0.9943081793177777,0.005354619242522032,0.00032447265990219465,1.2728779798149475e-05
0.993780628317467,0.00582637065740495,0.0003768415571771027,1.6159467951005123e-05
0.9932069441272071,0.0063393530196211,0.00043358602628622745,2.0116826885682005e-05
0.992583156988735,0.006897109075801654,0.0004950902047726589,2.4643730690798084e-05
0.9919049672518813,0.007503474820649396,0.0005617711023345852,2.9786825134895922e-05
0.9911677201335688,0.008162601716741264,0.0006340813012649825,3.5596848425037e-05
0.9903663789502863,0.008878980214147476,0.0007125118575829619,4.212897798328324e-05
0.9894954968111161,0.009657464569964615,0.0007975954138076494,4.9443205111538005e-05
0.9885491867772744,0.010503298949093727,0.0008899095341273717,5.760473950454456e-05
0.9875210905176444,0.011422144764387986,0.0009900802723124928,6.668444565517029e-05
0.9864043455187371,0.012420109185926153,0.0010987859820638447,7.675931327295725e-05
0.98519155094273,0.013503774714839196,0.001216761378527549,8.791296390330663e-05
0.9838747322696791,0.014680229675953355,0.0013448018583805486,0.0001002361959870254
0.9824453049106654,0.015957099434570177,0.001483768084130362,0.00011382757063408375
0.980894037038624,0.017342578084980288,0.0016345908359993685,0.00012879404039636244
0.9792110119540406,0.01884546029076233,0.001798276131890926,0.00014525162330614308
0.9773855903847423,0.020475172878499526,0.0019759106123648025,0.00016332612439343882
0.9754063732137938,0.022241805696231562,0.0021686671831763317,0.00018315390679832417
0.9732611652381012,0.024156141144810888,0.0023778109026423026,0.00020488271444548526
0.9709369406836277,0.026229681673570746,0.0026047050947641793,0.00022867254803744935
0.9684198113418135,0.02847467440080929,0.0028508176615378894,0.000254696595839389
0.9656949983461655,0.030904131874395842,0.003117727559078899,0.00028314222035990053
0.9627468087777932,0.03353184782867791,0.003407131391963564,0.00031421200156550073
0.9595586184730209,0.036372406621878496,0.0037208500684131696,0.0003481248366875382
0.9561128626032003,0.03944118485530403,0.004060835445521976,0.00038511709597373713
0.9523910358034599,0.04275434348507529,0.004429176878577777,0.0004254438328871308
0.948373703838824,0.04632880854332435,0.004828107571604644,0.00046938004624703174
0.9440405290066064,0.05018223839518022,0.0052600106075886156,0.0005172219906247378
0.939370311674799,0.05433297527874739,0.005727424516516737,0.0005692885299368953
0.9343410505364842,0.0587999787183556,0.006233048217550161,0.0006259225276100033
0.9289300243065122,0.06360273827991322,0.006779745148662571,0.0006874922649119346
0.9231138976823036,0.06876116306729109,0.007370546373348446,0.0007543928770568023
0.9168688544161782,0.07429544535917755,0.008008652430153546,0.0008270477944906264
0.9101707602796927,0.08022589587832954,0.008697433667609772,0.0009059101743679181
0.9029953585162563,0.08657274839339527,0.009440428785693537,0.000991464304654708
0.8953185000502155,0.09335593170277795,0.010241341286431047,0.0010842269605753775
0.8871164102215561,0.10059480756588945,0.011104033522247116,0.0011847486903073024
0.8783659931194857,0.10830787385369892,0.012032518022831363,0.0012936150039838778
0.8690451736730311,0.11651243310807391,0.01303094578161831,0.0014114474372764862
0.8591332765064448,0.1252242278418226,0.014103591193540084,0.0015389044581923896
0.8486114391755373,0.1344570452824153,0.015254833358676176,0.0016766821833710337
0.8374630557755899,0.144222295852273,0.01648913350390994,0.0018255148682271162
0.8256742450774999,0.15452857145994894,0.017811008328618896,0.0019861751339321954
